strain	date	url	mutational_fitness	region	division	recency	country	clade_membership	pango_lineage	emerging_lineage	Nextclade_pango	current_frequency	epiweek	S1_mutations	genbank_accession	host	submitting_lab	author	accession	originating_lab	ace2_binding	immune_escape	logistic_growth
USA/KS-CDC-QDX41496713/2022	2022-09-14		2.85	North America	Kansas	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202237	27.00	OP568256	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/WI-UW-13593/2022	2022-09-27		2.87	North America	Wisconsin	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202239	27.00	OQ171035	Homo sapiens	UW Madison, School of Medicine and Public Health	O'Connor et al			0.558	0.386	
USA/VI-CDC-2-6384196/2022	2022-07-19		2.91	North America	Virgin Islands	Older	USA	22B (Omicron)	BA.5.1.25	22B (Omicron)	BA.5.1.25		202229	27.00	OP777045	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		VI-US Virgin Islands Department of Health	0.558	0.386	
USA/AZ-CDC-LC0912158/2022	2022-10-07		2.89	North America	Arizona	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	DJ.1		202240	29.00	OP707232	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.403	0.586	
USA/NM-CDC-2-6543283/2022	2022-09-21		2.85	North America	New Mexico	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1.25		202238	27.00	OP724027	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		"NM Dept. Health, Scientific Laboratory Division "	0.558	0.386	
USA/SD-SDAIHG-1876/2022	2022-09-15		2.92	North America	South Dakota	Older	USA	22B (Omicron)	BA.5.1.25	22B (Omicron)	BA.5.1.25		202237	27.00	OP738849	Homo sapiens	South Dakota INBRE/Avera Institute for Human Genetics, SD-INBRE-AIHG	Davis et al			0.558	0.386	
USA/ID-CDC-LC0921992/2022	2022-10-21		2.94	North America	Idaho	Older	USA	22B (Omicron)	BA.5.1.25	22B (Omicron)	BA.5.1.25		202242	27.00	OP790703	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/PA-CDC-STM-N6CUF2X9R/2022	2022-09-27		2.86	North America	Pennsylvania	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202239	27.00	OP608572	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.558	0.386	
USA/NE-CDC-LC0908633/2022	2022-09-30		2.87	North America	Nebraska	Older	USA	22B (Omicron)	BA.5.1.35	22B (Omicron)	BA.5.1.35		202239	27.00	OP670607	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/M1016H5_538125/2022	2022-11-14		3.03	North America	Mississippi	Older	USA	22B (Omicron)	EB.1	22B (Omicron)	EB.1		202246	28.00	OP984084	Homo sapiens	University of Mississippi Medical Center, Molecular and Genomics Core	Sen et al			0.67	0.601	
USA/WV135745/2022	2022-12-03		2.89	North America	West Virginia	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202248	27.00	OQ396191	Homo sapiens	Marshall University School of Medicine, Biomedical Sciences	Denvir et al			0.558	0.386	
USA/NH-CDC-LC0879715/2022	2022-09-10		2.85	North America	New Hampshire	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202236	27.00	OP483584	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/ND-CDC-2-6523609/2022	2022-09-20		2.85	North America	North Dakota	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202238	27.00	OP679127	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		ND Dept. of Health Laboratory Services-Microbiology	0.558	0.386	
USA/FL-CDC-STM-U5R72CG8R/2022	2022-09-17		2.85	North America	Florida	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202237	27.00	OP570571	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.558	0.386	
USA/MN-CDC-QDX43293385/2022	2022-11-01		2.85	North America	Minnesota	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202244	27.00	OP858078	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/AL-CDC-STM-SVUYFTAPY/2022	2022-09-28		2.85	North America	Alabama	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202239	27.00	OP794859	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al			0.558	0.386	
USA/IL-CDC-LC0916361/2022	2022-10-12		2.84	North America	Illinois	Older	USA	22B (Omicron)	BA.5.1.1	22B (Omicron)	BA.5.1.1		202241	28.00	OP736722	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/KY-CDC-LC0924960/2022	2022-10-26		2.86	North America	Kentucky	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202243	27.00	OP808650	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/PA-CDC-STM-JXMPGSTQE/2022	2022-09-17		2.86	North America	Pennsylvania	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202237	27.00	OP570574	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.558	0.386	
USA/22-024106-WGS-03/2022	2022-09-21		2.92	North America	Vermont	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202238	28.00	OQ284269	Homo sapiens	University of Vermont, Bioinformatics Shared Resource	Dragon et al		Vermont Department of Health Lab	0.558	0.386	
USA/HI-CDC-QDX42098119/2022	2022-09-28		2.85	North America	Hawaii	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202239	28.00	OP648689	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/PA-CDC-STM-W7RB38CDQ/2022	2022-10-03		2.85	North America	Pennsylvania	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202240	27.00	OP732381	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.558	0.386	
USA/ID-CDC-LC0887641/2022	2022-09-13		2.85	North America	Idaho	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202237	27.00	OP544287	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/2179057/2022	2022-09-22		2.98	North America	Iowa	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1.30		202238	27.00	OP602207	Homo sapiens	State Hygienic Laboratory at the University of Iowa, Molecular	Reeb et al		State Hygienic Laboratory at the University of Iowa	0.558	0.386	
USA/MO-CDC-QDX41380763/2022	2022-09-11		2.93	North America	Missouri	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1.30		202237	27.00	OP567661	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/KS-CDC-2-6427010/2022	2022-08-26		2.93	North America	Kansas	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1.30		202234	27.00	OP491794	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		KS Health and Environmental Laboratories	0.558	0.386	
USA/22-025835-WGS-02/2022	2022-10-31		2.94	North America	Vermont	Older	USA	22B (Omicron)	BA.5.1.30	22B (Omicron)	BA.5.1.30		202244	27.00	OQ284543	Homo sapiens	University of Vermont, Bioinformatics Shared Resource	Dragon et al		Vermont Department of Health Lab	0.558	0.386	
USA/MA-CDCBI-CRSP_WGIYMYTHU3HSO3KK/2022	2022-10-08		2.94	North America	Massachusetts	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1.30		202240	27.00	OP684639	Homo sapiens	Broad Institute of Harvard and MIT, Infectious Disease Program	Lemieux et al		Broad Institute Clinical Research Sequencing Platform	0.558	0.386	
USA/HI-CDC-QDX42861650/2022	2022-10-23		2.94	North America	Hawaii	Older	USA	22B (Omicron)	BA.5.1.30	22B (Omicron)	BA.5.1.30		202243	27.00	OP790145	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/MI-CDC-STM-GYU6S8QRP/2022	2022-10-04		2.94	North America	Michigan	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1.30		202240	27.00	OP732644	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.558	0.386	
USA/KY-CDC-LC0927321/2022	2022-11-02		2.96	North America	Kentucky	Older	USA	22B (Omicron)	BA.5.1.30	22B (Omicron)	BA.5.1.30		202244	27.00	OP827705	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/LA-BIE-LSUH003584/2022	2022-10-12		2.81	North America	Louisiana	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202241	29.00	OP718281	Homo sapiens	BioInfoExperts, LLC, Pathogen Genomics	Parke et al			0.558	0.386	
USA/WI-CDC-LC0814211/2022	2022-07-25		2.85	North America	Wisconsin	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202230	27.00	OP217328	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/NV-CDC-QDX41496962/2022	2022-09-15		2.85	North America	Nevada	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202237	27.00	OP568826	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/KS-CDC-LC0934282/2022	2022-11-05		2.79	North America	Kansas	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202244	27.00	OP882804	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/SD-SDAIHG-2155/2022	2022-12-28		2.85	North America	South Dakota	One month ago	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202252	27.00	OQ436677	Homo sapiens	South Dakota INBRE/Avera Institute for Human Genetics, SD-INBRE-AIHG	Davis et al			0.558	0.386	
USA/WV136303/2023	2023-01-01		2.84	North America	West Virginia	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202301	27.00	OQ397961	Homo sapiens	Marshall University School of Medicine, Biomedical Sciences	Denvir et al			0.558	0.386	
USA/MP-CDC-2-6571759/2022	2022-10-14		2.86	North America	Northern Mariana Islands	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202241	28.00	OP823661	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		Commonwealth Healthcare Center	0.558	0.386	
USA/NJ-CDC-LC0895827/2022	2022-09-22		2.85	North America	New Jersey	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202238	27.00	OP657746	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/ND-CDC-2-6652362/2022	2022-11-08		2.85	North America	North Dakota	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202245	27.00	OQ075545	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		ND Dept. of Health Laboratory Services-Microbiology	0.558	0.386	
USA/MD-MDH-7734/2022	2022-10-31		2.85	North America	Maryland	Older	USA	22B (Omicron)	BA.5.1	22B (Omicron)	BA.5.1		202244	27.00	OQ374751	Homo sapiens	Maryland Department of Health, CSL	Keller et al			0.558	0.386	
USA/NC-CDC-LC0888562/2022	2022-09-18		2.89	North America	North Carolina	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202238	28.00	OP552974	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/MI-CDC-QDX41328969/2022	2022-09-12		2.90	North America	Michigan	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202237	28.00	OP523566	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/MN-MDH-25420/2022	2022-05-20		2.90	North America	Minnesota	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202220	29.00	ON661110	Homo sapiens		Garfin et al			0.558	0.386	
USA/ID-CDC-LC0852593/2022	2022-08-20		2.89	North America	Idaho	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5.2		202233	28.00	OP351088	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/WV133402/2022	2022-07-17		2.88	North America	West Virginia	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202229	28.00	OQ394846	Homo sapiens	Marshall University School of Medicine, Biomedical Sciences	Denvir et al			0.558	0.386	
USA/MT-CDC-LC0786642/2022	2022-07-14		2.88	North America	Montana	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202228	28.00	OP109557	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/LA-BIE-LSUH003473/2022	2022-07-27		2.89	North America	Mississippi	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202230	28.00	OP191756	Homo sapiens	BioInfoExperts, LLC, Pathogen Genomics	Parke et al			0.558	0.386	
USA/TX-CDC-QDX41379173/2022	2022-09-12		2.87	North America	Texas	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202237	28.00	OP542929	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/SD-SDAIHG-1885/2022	2022-09-19		2.88	North America	South Dakota	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202238	28.00	OP738843	Homo sapiens	South Dakota INBRE/Avera Institute for Human Genetics, SD-INBRE-AIHG	Davis et al			0.558	0.386	
USA/TN-SPHL-3875/2022	2022-10-24		2.98	North America	Tennessee	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202243	28.00	OQ095331	Homo sapiens	FDA CVM NARMS - Tennesse DOH, Nashville Central and Knoxville Regional Labs	Selinsky et al		Tennessee Department of Health Laboratory Services	0.558	0.386	
USA/MO-USAFSAM-S20331/2022	2022-10-26		2.88	North America	Missouri	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202243	28.00	OP921837	Homo sapiens	United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing	Fries et al		WHITEMAN AFB	0.558	0.386	
USA/OR-CDC-LC0948903/2022	2022-11-29		2.88	North America	Oregon	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202248	28.00	OQ049382	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/M987C3_537866/2022	2022-09-29		2.76	North America	Mississippi	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202239	28.00	OP720746	Homo sapiens	University of Mississippi Medical Center, Molecular and Genomics Core	Sen et al			0.558	0.386	
USA/CO-CDC-QDX41496763/2022	2022-09-14		2.88	North America	Colorado	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202237	28.00	OP568472	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Quest Diagnostics Incorporated	0.558	0.386	
USA/DE-CDC-LC0780878/2022	2022-07-17		2.88	North America	Delaware	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202229	28.00	OP093284	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/IN-CDC-STM-KDG7BTGPX/2022	2022-10-01		2.87	North America	Indiana	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202239	28.00	OP732036	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.558	0.386	
USA/V05882/2022	2022-09-11		2.83	North America	Arkansas	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202237	27.00	OP745801	Homo sapiens	University of Arkansas for Medical Sciences, Department of Biomedical Informatics	Kandel et al		University of Arkansas for Medical Sciences	0.558	0.386	
USA/KY-CDC-LC0897875/2022	2022-09-26		2.88	North America	Kentucky	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202239	28.00	OP658526	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/AL-CDC-STM-Q869V82C4/2022	2022-09-12		2.88	North America	Alabama	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202237	28.00	OP505590	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		'Helix'	0.558	0.386	
USA/IN-CDC-STM-Y42KXEAMC/2022	2022-06-28		2.88	North America	Indiana	Older	USA	22B (Omicron)	BA.5.2.1	22B (Omicron)	BA.5.5		202226	28.00	ON974416	Homo sapiens	CDC-OAMD	Howard et al		'Helix'	0.558	0.386	
USA/OKPHL0022018/2022	2022-09-13		2.84	North America	Oklahoma	Older	USA	22B (Omicron)	BA.5.5.3	22B (Omicron)	BA.5.5.3		202237	27.00	OP812222	Homo sapiens	Oklahoma Department of Health, Public Health Lab- Molecular	Wang et al			0.854	0.193	
USA/M00609573-F1-1/2022	2022-08-23		2.84	North America	Arkansas	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202234	27.00	OP365171	Homo sapiens	Arkansas Department of Health, Public Health Laboratory	Yang et al			0.386	0.386	
USA/VI-CDC-2-6646288/2022	2022-11-03		2.88	North America	Virgin Islands	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202244	29.00	OQ054643	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		VI-US Virgin Islands Department of Health	0.558	0.386	
USA/NE-CDC-LC0882774/2022	2022-09-10		2.88	North America	Nebraska	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202236	28.00	OP519893	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/MT-CDC-LC0876667/2022	2022-09-02		2.88	North America	Montana	Older	USA	22B (Omicron)	BA.5.5	22B (Omicron)	BA.5.5		202235	29.00	OP463556	Homo sapiens	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard et al		Laboratory Corporation of America	0.558	0.386	
USA/KS-CDC-2-6559998/2022	2022-10-12		2.98	North America	Kansas	Older	USA	22B (Omicron)	BA.5.5.1	22B (Omicron)	BA.5.5.1		202241	30.00	OP805299	Homo sapiens	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth et al		KS Health and Environmental Laboratories	0.5	0.503	
